,Artist,Name,date,price,comments,repeat_sale
784,Alexej Jawlensky,Frau mit grünem Fächer,05.03.2011 ,"11,282,500 ",Woman with a green fan ,0
785,Alberto Giacometti,La Jambe,11.07.2012 ,"11,282,500 ", ,0
786,Pablo Picasso,Femme au chapeau,02.04.2008 ,"11,268,375 ", ,0
787,Peter Doig,White Canoe,02.07.2007 ,"11,259,368 ", ,0
788,Canaletto,Le retour du bucentaure le jour de l′ascension,12.15.1993 ,"11,259,300 ", ,0
789,Alberto Giacometti,Annette au manteau,11.06.2007 ,"11,241,000 ", ,0
790,,Düsenjäger,11.13.2007 ,"11,241,000 ", ,0
791,Jean-Michel Basquiat,Untitled,05.15.2008 ,"11,241,000 ",Fallen Angel ,0
792,Claude Monet,"Nymphéas, temps gris",05.02.2006 ,"11,216,000 ", ,0
793,Egon Schiele,Kniender Halbakt nach links gebeugt,11.08.2006 ,"11,216,000 ", ,0
794,Willem de Kooning,Spike′s Folly I,11.12.2003 ,"11,208,000 ", ,0
795,Vincent van Gogh,Le pont de Trinquetaille,11.03.2004 ,"11,207,500 ", ,1
796,Zhang Daqian,Fairy scattering flowers,12.03.2010 ,"11,178,986 ", ,0
797,Pablo Picasso,La maternité,11.27.1989 ,"11,164,897 ", ,0
798,Andy Warhol,Three Marilyns,06.20.2007 ,"11,159,634 ", ,0
799,Canaletto,"The Campo Santi Giovanni e Paolo, Venice, with the west end of the church and the Scuola di San Marco",12.13.2000 ,"11,155,155 ", ,0
800,Claude Monet,"Le pont japonais, bassin aux nymphéas",11.28.1988 ,"11,154,130 ", ,0
801,Andy Warhol,Mao,06.28.2011 ,"11,146,363 ", ,0
802,Pablo Picasso,Femme nue couchée au collier,05.06.2014 ,"11,141,000 ", ,1
803,John Singer Sargent,Cashmere,12.05.1996 ,"11,112,500 ", ,0
804,Richard Diebenkorn,Ocean Park No. 46,05.14.2013 ,"11,085,000 ", ,0
805,Alberto Giacometti,Buste,02.05.2008 ,"11,079,692 ", ,0
806,,Studio painting,05.11.2010 ,"11,058,500 ",in 2 parts ,0
807,Franz Kline,De Medici,11.14.2012 ,"11,058,500 ", ,0
808,Kees van Dongen,L�Ouled Naïl,02.04.2008 ,"11,048,217 ", ,0
809,Pablo Picasso,Homme assis au fusil,02.04.2008 ,"11,048,217 ", ,0
810,Bernardo Bellotto,"The Grand Canal at the Church of San Stae, Venice",04.19.2007 ,"11,016,000 ", ,0
811,Joan Miró,Paysage sur les bords du fleuve amour,11.06.2001 ,"11,006,000 ", ,0
812,Mark Rothko,No.2,11.14.2000 ,"11,005,750 ","Blue, red and green ",0
813,Edgar Degas,Danseuses,05.13.1997 ,"11,002,500 ", ,0
814,Pablo Picasso,Les femmes d′Alger,11.10.1997 ,"11,002,500 ","Version M"" ",0
815,Paul Cézanne,L′Estaque vu à travers les pins,11.16.1998 ,"11,002,500 ", ,0
816,Pablo Picasso,Femme nue,11.17.1998 ,"11,002,500 ", ,0
817,Claude Monet,Les Trois Peupliers Temps Gris,11.11.1999 ,"11,002,500 ", ,0
818,Paul Gauguin,Entre Les Lys,11.15.1989 ,"11,000,000 ", ,0
819,Henri Matisse,L′Asie,11.10.1992 ,"11,000,000 ", ,0
820,Zao Wou-Ki,15.01.82,10.05.2013 ,"10,992,327 ",triptych ,0
821,Berthe Morisot,Après le déjeuner,02.06.2013 ,"10,987,798 ", ,1
822,Joan Miró,Peinture,05.08.2013 ,"10,987,750 ", ,1
823,,"The Blue Rigi: Lake of Lucerne, Sunrise",06.05.2006 ,"10,978,740 ", ,0
824,Pablo Picasso,Femme au chien,06.20.2012 ,"10,962,651 ", ,0
825,Henri Matisse,Robe jaune et robe arlequin,11.02.2005 ,"10,936,000 ",Nezy et Lydia ,1
826,Jasper Johns,0 Through 9,11.09.2004 ,"10,928,000 ", ,1
827,Brice Marden,The attended,11.13.2013 ,"10,917,000 ", ,0
828,Natalia Sergeevna Goncharova,Les fleurs,06.24.2008 ,"10,883,776 ", ,0
829,Pablo Picasso,Mousquetaire. Buste,06.25.2008 ,"10,875,482 ", ,0
830,Li Keran,Jinggang Mountains,11.26.2013 ,"10,851,253 ", ,0
831,Nikolai Fechin,The little cowboy,12.02.2010 ,"10,844,128 ", ,0
832,Andy Warhol,Self-Portrait,07.01.2014 ,"10,836,329 ",Fright Wig ,0
833,Edvard Munch,Summer Day,02.07.2006 ,"10,835,326 ", ,0
834,Maurice de Vlaminck,LES PECHEURS A NANTERRE,03.25.1990 ,"10,808,900 ", ,0
835,Roy Lichtenstein,Woman with Peanuts,11.11.2013 ,"10,805,000 ", ,0
836,Jean-Michel Basquiat,Blue Heads,11.12.2013 ,"10,805,000 ", ,1
837,René Magritte,Les chasseurs au bord de la nuit,02.04.2014 ,"10,775,583 ",The hunters at the edge of night ,0
838,Pieter Brueghel II,The Battle between Carnival and Lent,12.06.2011 ,"10,747,701 ", ,1
839,Jean-Michel Basquiat,Untitled,02.12.2013 ,"10,731,033 ",Pecho/Oreja ,1
840,Edgar Degas,Danseuses,11.03.2009 ,"10,722,500 ", ,0
841,Pablo Picasso,Le peintre et son modèle,05.04.2010 ,"10,722,500 ", ,0
842,,Spider,11.08.2011 ,"10,722,500 ", ,0
843,Andy Warhol,Ten-Foot Flowers,05.09.2012 ,"10,722,500 ", ,0
844,Johannes (van Delft) Vermeer,Saint Praxedis,07.08.2014 ,"10,699,021 ", ,0
845,,Pope′s Villa at Twickenham,07.09.2008 ,"10,692,026 ", ,0
846,Mark Rothko,Untitled,11.13.2007 ,"10,681,000 ",Black and Gray ,0
847,Tom Wesselmann,Great American Nude no. 48,05.14.2008 ,"10,681,000 ", ,0
848,,Photograph,05.15.2007 ,"10,680,000 ", ,0
849,Gino Severini,Ritmo astratto di madame M.S.,02.03.2015 ,"10,678,512 ",Abstract rhythm of madame M.S. ,0
850,Amedeo Modigliani,Paul Guillaume,06.18.2013 ,"10,657,038 ", ,1
851,Willem de Kooning,Untitled,11.08.2005 ,"10,656,000 ", ,0
852,Pablo Picasso,Le Fumeur,11.07.2006 ,"10,656,000 ", ,1
853,Willem de Kooning,Untitled XXX,11.14.2006 ,"10,656,000 ", ,0
854,Edgar Degas,Danseuse,05.06.2003 ,"10,648,000 ", ,0
855,Christopher Wool,Untitled,07.01.2014 ,"10,645,335 ", ,0
856,Wassily Kandinsky,"Murnau - Ansicht mit Burg, Kirche und Eisenbahn",02.06.2013 ,"10,635,446 ", ,0
857,Andy Warhol,Brigitte Bardot,02.08.2007 ,"10,633,358 ", ,0
858,Franz Marc,Kinderbild,06.24.2014 ,"10,626,608 ",Katze hinter einem Baum ,0
